Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Latitude,Longitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
esilv,ESILV,,ocds,,,48.8967431,2.2364192,"2, avenue Léonard de Vinci Cedex",92916,Paris-La-Defense,1995,http://www.devinci.fr,,,,,,,Entreprise
ethertrust,Ethertrust,"EtherTrust is an IT company that designs innovative solutions, dealing with smart objects, which strengthen the security of WEB applications.",securite,,,49.8812194,2.2779272,"96, rue Jean Moulin",80000,Amiens,2007,http://www.ethertrust.com,,,,,,,Entreprise
eureva,Eureva,Eureva est une société de conseil en management et technologies spécialisée dans l'innovation logicielle,opensource,telecoms,,48.8238841,2.3724802,"6, rue des terres au curé",75013,Paris,2004,http://www.eureva.fr,,,,,,,Entreprise
euro-decision,Euro Decision,"Recherche Opérationnelle et Optimisation. Edition de composants logiciels, projets au forfait, prestations d’assistance technique, participation à des projets de R&D, études de faisabilité, prototypage.",ocds,sante,,48.7940946,2.1375735,"9, rue de La Porte du Buc",78000,Versailles,1983,http://www.eurodecision.com,,,,,,,Entreprise
eurostep,Eurostep,Eurostep services are primarily for implementing and supporting Share-A-space solutions,ocds,,,48.7778623,1.9852757,2 rue Eugene Pottier,78190,Trappes,2007,http://www.eurostep.com/,,,,,,,Entreprise
evitech,Evitech,"EVITECH apporte ses solutions de vidéo-surveillance intelligente développées avec les contraintes du monde militaire, pour toutes les applications requérant performances, sensibilité, robustesse en extérieur.",securite,,,48.7022705,2.2006622,3 rue Buffon,91400,Orsay,2005,http://www.evitech.com,,,,,,,Entreprise
evolution-energie,Evolution Energie,"Evolution Energie met à disposition de ses clients une solution logicielle innovante permettant de suivre, analyser et contrôler leurs coûts en énergie.",energie,,,48.891474,2.3516972,"110-122 rue des Poissonniers, 48 voie CI18",75899,Paris Cedex 18,2010,,,,,,,,Entreprise
evosys,Evosys,Conseil et ingénierie logicielle pour les systèmes complexes,ocds,,,48.8112096,2.299623,"Immeuble Le Vaillant, 240-244 avenue Pierre Brossolette",92240,Malakoff,2001,http://www.evosys.fr,,,,,,,Entreprise
exensa,Exensa,"eXensa se positionne sur le marché de la recommandation pour les sites de e-commerce, en fournissant un service web de sélection des produits à proposer en priorité aux visiteurs des boutiques en ligne. ",,,,48.7768181,2.3368254,5 rue de La Reine Blanche,92240,L'Haÿ-Les-Roses,2011,,,,,,,,Entreprise
exosec,Exosec,"Conception, implémentation et assistance sur les infrastructures réseaux à Haute Qualité de Service. Expertise réseaux, Open Source et Supervision.",opensource,,,48.764545,2.169007,"3, rue du Petit Robinson, ZAC des Metz",78350,Jouy-En-Josas,2002,http://www.exosec.fr,,,,,,,Entreprise
extende,Extende,EXTENDE apporte des solutions concrètes et efficientes en CND fondées sur la simulation et l’assistance technique.,ocds,,,48.719804,2.2632874,"Le Bergson, 15 avenue Emile Baudot",91300,Massy,2009,,,,,,,,Entreprise
ezako,Ezako,Ezako est le spécialiste de l'analyse approfondie des données. Grâce à nos services vous affinerez l'exploitation de vos données pour mieux comprendre où en sont vos activités et vous pourrez prendre les bonnes décisions pour les développer.,ambition-pme,,,48.8461188,2.3140724,98 rue de Sevres,75007,Paris,2011,http://www.ezako.com,,,,,,,Entreprise
faar-industry,Faar Industry,"ingénierie spécialisée dans le développement, la mise au point et la production de systèmes électroniques de contrôle embarqués dans les véhicules automobiles.",transport,,,48.729062,2.3005729,"Parc du Moulin de Massy, 43 rue du Saule Trapu",91300,Massy,2004,http://www.faar-industry.com,,,,,,,Entreprise
fasterize,Fasterize,"Notre produit principal : accélération du temps de chargement des sites Web, pour le desktop et pour le mobile",telecoms,,,48.868467,2.3570682,"48, rue Meslay",75003,Paris,2011,http://www.fasterize.com/fr,,,,,,,Entreprise
fdc,FDC,FDC mène des activités d'étude et de développement dans les domaines de la sécurité et de la navigation par satellite au profit des institutions nationales et Européennes et de l'industrie.,securite,,,48.8433173,2.4294558,10 Cours Louis Lumière,94300,Vincennes,1989,,,,,,,,Entreprise
fevrier-46,Fevrier 46,"Kpsule est une technologie en marche dotée d'un CMS puissant qui fournit une palette complète d'outils de gestion de contenus, de community management et de data mining.",,,,48.8663969,2.3831152,"133, boulevard de Ménilmontant",75011,Paris,2009,,,,,,,,Entreprise
finance-technologie,Finance & Technologie,,Investisseur,,,48.7015105,2.101799,2 route de la Noue,91196,Gif-Sur-Yvette Cedex,#NUM!,,,,,,,,Entreprise
flexras-technologies,Flexras Technologies,"FLEXRAS TECHNOLOGIES is a start-up providing innovative electronic design automation (EDA) software, intellectual property (IP) portfolio and design services used in semiconductor design and FPGA-based systems.",ocds,,,48.9213402,2.345266,153 boulevard Anatole France,93200,Saint-Denis,2009,http://www.flexras.com,,,,,,,Entreprise
fluidian,Fluidian,,,,,49.0378595,2.0655656,12 rue des Trois Cèdres,95000,Cergy,2009,,,,,,,,Entreprise
foxstream,Foxstream,Foxstream est une jeune société spécialisée dans les solutions logicielles pour l'analyse et le traitement automatique en temps réel du contenu d'images vidéo,securite,,,45.7536036,4.9255327,6 rue du Dauphiné,69120,Vaulx En Velin,2004,http://www.foxstream.fr,,,,,,,Entreprise
france-telecom-issy-les-moulineaux,France Telecom Issy-Les-Moulineaux,,securite,energie,sante,48.8249983,2.2756108,"38-40, rue du Général Leclerc, Cedex 9",92794,Issy-Les-Moulineaux,2009,http://www.francetelecom.fr,,,,,,,Entreprise
francois-lainee,Francois Lainee,,Investisseur,,,49.0228004,2.0010972,10 rue de la mairie,95000,Boisemont,1988,,,,,,,,Entreprise
francois-rene-letourneur,Francois-Rene Letourneur,,Investisseur,,,48.8659818,2.2891734,96 avenue Kleber,75116,Paris,1991,,,,,,,,Entreprise
freescale-semiconductor,Freescale Semiconductor,,transport,ocds,,48.701844,2.134078,"Parc des Algorithmes, Saint Aubin Cedex",91193,Gif-Sur-Yvette,1973,http://www.freescale.com,,,,,,,Entreprise
fsi,FSI,Le FSI est la réponse initiée par les pouvoirs publics aux besoins en fonds propres d’entreprises porteuses de croissance et de compétitivité pour l’économie française,ocds,,,48.8369894,2.5528766,19 rue de l'Université,93160,Noisy-Le-Grand,1955,http://www.fonds-fsi.fr/,,,,,,,Entreprise
futureo,Futureo,"FUTUREO est un service B2C de micro-épargne permettant à ses clients d'épargner de manière simple et indolore pour leur retraite, à travers leurs achats courants.",,,,48.869219,2.3322079,5 rue Daunou,75002,Paris,2009,,,,,,,,Entreprise
g2mobility,G2Mobility,"G²mobility propose des solutions innovantes aux opérateurs de mobilité, qui permettent de se différencier, grâce à l'introduction pertinente du véhicule électrique dans leurs offres.",,,,48.8237253,2.2122843,"7, avenue de l'Europe",92312,Sevres,2009,http://www.g2mobility.com,,,,,,,Entreprise
gamma-soft-informatique,Gamma Soft Informatique,"Gamma Soft est un éditeur de logiciels spécialisé dans les échanges et l'intégration de données inter systèmes en vrai temps réel. Les solutions de Gamma Soft synchronisent les systèmes et applicatifs hétérogènes et dispersés de l'entreprise, pour permettre aux utilisateurs métiers d'accéder aux données opérationnelles à tout moment, en toute sécurité.\n",,,,48.816986,2.3742477,"11, rue Baudin",94200,Ivry-Sur-Seine,1983,http://www.gamma-soft.com,,,,,,,Entreprise
gdf-suez,Gdf Suez,,energie,,,48.900552,2.25929,"1 & 2 Place Samuel de Champlain, Faubourg de l'Arche",92400,Courbevoie,1954,http://www.gdfsuez.com,,,,,,,Entreprise
ge-medical-systems-scs,GE Medical Systems SCS,,ocds,,,48.7687766,2.1282872,"283, rue de La Minière",78533,Buc,1979,http://www.ge.com,,,,,,,Entreprise
geensyde,Geensyde,"Geensyde « Global Embedded ENgineering -­‐ SYstem Design for Efficiency » est une société focalisée sur la mise en oeuvre d’une démarche d’ingénierie système globale pour la conception et le développement de systèmes embarqués critiques ""efficients"".",energie,ocds,,48.7967863,2.1445656,"7 rue Jean Mermoz, Bâtiment A",78000,Versailles,2010,http://www.geensyde.fr,,,,,,,Entreprise
gemalto-sa,Gemalto SA,,securite,,,48.8202332,2.2353735,"6, rue de La Verrerie, Cedex",92197,Meudon,1971,http://www.gemalto.com,,,,,,,Entreprise
generali-vie,Generali VIE,,opensource,,,48.8723045,2.3367291,"7, boulevard Haussmann",75442,Paris,1960,,,,,,,,Entreprise
genigraph,Genigraph,"GENIGRAPH, est la filliale Française du Groupe GENITECH ,elle est experts en IT, Dématérialisation de processus, Moteur de règles et édite la solution e-Citiz de conception et de déploiement de Téléservices, de Guichet Unique.",securite,,,48.8223932,2.3010144,"3, rue Danton",92240,Malakoff,1992,http://www.genigraph.fr,,,,,,,Entreprise
geny-mobile,Geny Mobile,GENYMOBILE est spécialisée en conseil et ingénierie en technologie mobile à destination des grands comptes et industriels.,opensource,telecoms,,48.8680624,2.3583835,41 rue Meslay,75003,Paris,2011,,,,,,,,Entreprise
geo-212,Geo 212,Géo212 focalise ses prestations dans le monde de la géointelligence.,securite,,,48.8337658,2.3378127,25 bis rue Jean Dolent,75014,Paris,1999,http://www.geo212.com,,,,,,,Entreprise
geoconcept,Geoconcept,"Editeur de Systèmes d'Information Géographique (SIG), logiciels de géomarketing et logiciels d'optimisation géographique.",securite,,,48.8033012,2.3244706,52 avenue Aristide Briand,92220,Bagneux,1990,http://www.geoconcept.com,,,,,,,Entreprise
geolsemantics,Geolsemantics,"La société a deux activités : le développement et la commercialisation de solutions logicielles de profilage sémantique, et la distribution exclusive des solutions de biométrie vocale de la société Agnitio pour la France et les pays francophones.",securite,,,48.834437,2.3045423,"32, rue Brancion",75015,Paris,2011,http://www.geolsemantics.com/,,,,,,,Entreprise
globalis-media-systems,Globalis Media Systems,"GLOBALIS est une SSII Web pionnière de la plate forme PHP et LAMP. Depuis plus de 15 ans, nous concevons, réalisons et maintenons des applications internet, intranet ou mobiles.",opensource,,,48.8457946,2.2789116,"6 bis, rue Auguste Vitu",75015,Paris,1997,http://www.globalis-ms.com/,,,,,,,Entreprise
goobie,Goobie,GOOBIE est un bureau d'études industrielles : de l'étude à la réalisation de solutions et produits électroniques clé en main pour le marché professionnel et grand public.,transport,telecoms,,48.7811702,2.1836829,"23, avenue Louis Bréguet",78140,Velizy-Villacoublay,2008,http://www.goobie.fr,,,,,,,Entreprise
graitec,Graitec,édition de logiciels CAO et calcul de structures pour le bâtiment,,,,48.7636133,2.2059594,12 Burospace1 route de Gisy,91570,Bievres,1987,http://www.graitec.com,,,,,,,Entreprise
green-communications,Green Communications,Green-Communications commercialise des équipements de réseaux afin d’augmenter les débits et la qualité de service des communications tout en réduisant la consommation d’énergie.,telecoms,,,48.6962109,2.1946309,"86, rue de Paris",91400,Orsay,2010,http://www.green-communications.fr,,,,,,,Entreprise
greenwich-statistics,Greenwich Statistics,Greenwich Statistics est une société de conseil spécialisée dans la modélisation de l'énergie.Un deuxième domaine d'expertise est l'analyse de données dans le domaine des Telécom. ,,,,48.8604345,2.2983534,209 rue de l'Université,75007,Paris,2011,http://greenwich-statistics.com/,,,,,,,Entreprise
groupe-serma,Groupe Serma,,,,,48.7879249,2.056279,"5 parc ARIANE, Batiment NEPTUNE, boulevard des Chênes",78280,Guyancourt,1970,http://www.serma-ingenierie.com,,,,,,,Entreprise
groupement-des-cartes-bancaires,Groupement des Cartes Bancaires,"CB est un système de paiement et de retrait par carte, interbancaire et universel.",securite,,,48.8622477,2.3387808,151 bis rue Saint Honoré,75001,Paris,1985,http://www.cartes-bancaires.com,,,,,,,Entreprise
h5-audits,H5 Audits,"H5 Audits est positionnée historiquement comme un cabinet d’experts indépendant spécialisé dans les technologies de mesure sur les réseaux IP des entreprises, et leurs applications.",telecoms,,,48.911856,2.333764,Energy 4155-159 rue du Docteur Bauer,93400,Saint-Ouen,2003,http://www.h5audits.com,,,,,,,Entreprise
hamburware,Hamburware,mi-chemin entre l'éditeur d'applications web et la web agency,opensource,,,49.016103,2.0764754,1 Mail Gay LussacCedex,95015,Cergy,2008,http://www.hamburware.com,,,,,,,Entreprise
hec,Hec,,ocds,,,48.7589967,2.1693707,1 rue de la Libération,78350,Jouy-En-Josas,1881,,,,,,,,Entreprise
hedera-technology,Hedera Technology,"Hedera Technology est focalisée sur l'innovation des infrastructures IT. Avec nos solutions logicielles, les infrastructures IT sont agiles et fluides, l'IT devient une commodité.",opensource,,,48.8525008,2.4208729,41 rue Emile Zola,93100,Montreuil,2009,http://www.hederatech.com,,,,,,,Entreprise
henix,Henix,-Qualité logicielle et centre de service qualification\n-Assistance à maitrise d'ouvrage dans les domaines de la santé et en banque/finance,opensource,,,48.8211551,2.3126583,"45, avenue Pierre Brossolette",92120,Montrouge,1999,http://www.henix.com,,,,,,,Entreprise
hexaglobe,Hexaglobe,Solutions pour les professionnels des médias numériques.Notre objectif est d'aider les entreprises à obtenir le maximum des médias numériques sur internet.,,,,48.8675398,2.3346801,1 rue Méhul,75002,Paris,2009,,,,,,,,Entreprise
hgh-systemes-infrarouges,Hgh Systemes Infrarouges," La société HGH Systèmes Infrarouges est spécialisée dans le développement de systèmes optroniques et infrarouges pour applications industrielles, civiles et de sécurité.",securite,,,48.73753,2.2228629,"10 rue Maryse Bastie, ZAC de la Sablière",91430,Igny,1983,http://www.hgh.fr,,,,,,,Entreprise
hitronetic,Hitronetic,"HITRONETIC commercialise ses produits et solutions pour deux domaines d’applications du secteur des transports publics:\n- Vidéo-protection embarquée,\n- Vidéo-protection des infrastructures.",securite,,,48.8221039,2.3711827,"63, boulevard Massena",75013,Paris,1987,http://www.hitronetic.com,,,,,,,Entreprise
hlp-technologies,Hlp Technologies,HLP Technologies est une société d'ingénierie en électronique informatique industrielle et scientifque. Elle conçoit et développe des produits ou solutions de haute technicité pour ses clients dans le monde de l'industrie et de la recherche,ocds,,,48.8422737,2.3482556,35 rue Tournefort,75005,Paris,1988,http://www.hlp.fr,,,,,,,Entreprise
holding-incubatrice-cloud-computing,Holding Incubatrice Cloud Computing,,Investisseur,,,48.8744075,2.3108504,5 rue de La Baume,75008,Paris,2010,,,,,,,,Entreprise
hotel-performance,Hotel Performance,,telecoms,,,48.8697192,2.2978884,"55, avenue Marceau",75116,Paris,2007,,,,,,,,Entreprise
hupstream,Hupstream,"Hupstream embellit le monde avec de l'open source.En accompagnant des entreprises industrielles dans l'utilisation et la mise en œuvre de l'open source au sein de leurs infrastructures, de leurs produits et de leurs méthodologies de travail.",opensource,,,48.8709931,2.3215136,23 rue d'Anjou,75008,Paris,2011,http://www.hupstream.com/fr/,,,,,,,Entreprise
hyperpanel-lab,Hyperpanel Lab,OS et middleware pour set top box,securite,,,48.73668,2.180034,"4 rue Rene Razel, Domaine technologique de Saclay",91400,Saclay,1986,http://www.hyperpanel.com,,,,,,,Entreprise
i-care-environnement,I Care Environnement,"I Care Environnement est un cabinet de conseil et d’innovation : il allie des compétences en recherche, stratégie et performance opérationnelle appliquée aux enjeux environnementaux. ",energie,,,48.8657739,2.3919405,"63 rue Soleillet, BL 63",75020,Paris,2008,http://www.i-care-environnement.com,,,,,,,Entreprise
i-vision,I Vision,Hébergement professionnel et infogérance informatique.,,,,48.9166301,2.3093768,"4 avenue Laurent Cely, Hall A",92600,Asnieres-Sur-Seine,1999,http://www.ivision.fr/,,,,,,,Entreprise
idecsi,IDECSI,IDECSI est spécialisée dans la sécurité informatique qui a développé une innovation majeure pour la protection des e-mails des Dirigeants et des Hommes Clés.,securite,,,48.8011605,2.3068496,21 allée du Parc de Garlande,92220,Bagneux,2011,,,,,,,,Entreprise
ifp,IFP,,transport,ocds,,48.8766209,2.173837,"1-4, avenue de Bois-Préau Cedex",92582,Rueil-Malmaison,2006,http://www.ifp.fr,,,,,,,Entreprise
ijenko,Ijenko,"IJENKO propose un service d’éco-maîtrise du foyer, pour des modes de consommation des énergies plus sobres et responsables, pour plus de confort et de protection de sa famille et de sa maison.",energie,,,48.8388095,2.2360448,54 rue de Billancourt,92100,Boulogne-Billancourt,2008,http://www.ijenko.com,,,,,,,Entreprise
ikoula-net,Ikoula Net,Hébergement informatique et Solutions sur mesure,,,,48.8354897,2.238235,175-177 rue d'Aguesseau,92100,Boulogne-Billancourt,1998,http://www.ikoula.com,,,,,,,Entreprise
ilex,Ilex,éditeur de solutions logicielles de Sécurité & Gestion des Identités,securite,,,48.914124,2.294447,51 boulevard Voltaire,92600,Asnieres-Sur-Seine,1989,http://www.ilex.fr,,,,,,,Entreprise
imagine-optic,Imagine Optic,Imagine Optic est l'un des leaders mondiaux de l’analyse de front d’onde par Shack-Hartmann et de l’optique adaptative,ocds,,,48.7026424,2.1913333,18 rue Charles de Gaulle,91400,Orsay,1996,http://www.imagine-optic.com,,,,,,,Entreprise
improve,Improve,Une solution Intranet/Extranet pour la gestion des S.A.U. et des Réseaux d’Urgences,opensource,,,48.8782402,2.2349614,"124, rue de Verdun",92800,Puteaux,1991,http://www.improve.fr/,,,,,,,Entreprise
imstar,IMSTAR,IMSTAR est une PME de haute technologie de systèmes quantitatifs et de services en analyse d’image cellulaire.,ocds,,,48.8433345,2.3313225,60 rue Notre Dame des Champs,75006,Paris,1985,,,,,,,,Entreprise
in-webo-technologies,In-Webo Technologies,,securite,,,48.8730148,2.344822,3 rue Montyon,75009,Paris,2008,http://www.in-webo.com,,,,,,,Entreprise
ina,INA,"L'INA est la première banque d'archives numérisées en Europe, chargé notamment d'archiver et de partager toutes les productions radiophoniques et télévisuelles françaises",opensource,ocds,,48.8345048,2.5303578,"4, avenue de l'Europe",94366,Bry-Sur-Marne,1975,http://www.ina.fr,,,,,,,Entreprise
ineo-defense,Ineo Defense,"Expert en systèmes de communication, de sécurité et de leurs environnements opérationnels, Ineo Defense conçoit, développe et opère ses propres solutions et services innovants au profit de la Défense et de la Sécurité à partir d’un socle métiers performant.",securite,,,48.777049,2.199556,"Bat 8, Zone aéronautique Louis Breguet",78457,Velizy-Villacoublay,1982,http://www.ineodefense.fr,,,,,,,Entreprise
ineovation,Ineovation,Société spécialisée dans l’édition de solutions de sécurité,securite,,,48.8702197,2.3060286,"66, avenue des Champs Elysées",75008,Paris,2008,,,,,,,,Entreprise
ineris,INERIS,"Contribue à la prévention des risques que les activités économiques font peser sur la santé, la sécurité des personnes et des biens, et sur l’environnement.",,,,49.274228,2.517388,"Parc Technologique Alata, BP2",60550,Verneuil-En-Halatte,1991,,,,,,,,Entreprise
infinit.io,Infinit.Io,,,,,48.8693233,2.3965688,"49, rue de la Chine",75020,Paris,2012,,,,,,,,Entreprise
ingenico,Ingenico,,securite,,,48.879141,2.2348539,11 rue Curie,92150,Suresnes,1980,,,,,,,,Entreprise
inno3,Inno3,"Société de conseil et d'expertise en innovation et gestion de la propriété intellectuelle, inno³\naccompagne l’adoption des nouveaux usages tels que l'Open Source, l’Open Data et l'Open Innovation.",opensource,,,48.877697,2.3505648,105 rue de La Fayette,75010,Paris,2011,http://inno3.fr,,,,,,,Entreprise
innov-call,Innov@Call,L'expertise Microsoft ASP.Net MVC à votre service,opensource,,,48.8424677,2.4086208,15 Villa du Bel Air,75012,Paris,2009,http://www.innovacall.com/,,,,,,,Entreprise
innovimax,Innovimax,"Consulting, Formation et développement en stratégie numérique, standards et qualité. Traitement de données en masse ou à haut débit en streaming et en parallèle",opensource,,,48.8565409,2.3990488,9 Impasse des Orteaux,75020,Paris,2006,http://www.innovimax.fr,,,,,,,Entreprise
inpixal-sas,Inpixal Sas,Expert en vision artificielle embarquée,securite,,,48.1256853,-1.6291535,"80, avenue des Buttes de Coësmes",35700,Rennes,2008,http://www.inpixal.com,,,,,,,Entreprise
inrets,INRETS,,,,,46.227638,2.213749,,,,1983,,,,,,,,Entreprise
inria,INRIA,INRIA a pour vocation d'entreprendre des recherches fondamentales et appliquées dans les domaines des sciences et technologies de l'information et de la communication.,,,,45.22538,5.801707,"655 avenue de l'Europe Montbonnot, Inovallée Cedex",38249,Montbonnot Saint Martin,1983,http://www.inria.fr/recherche/equipes/vasy.fr,,,,,,,Entreprise
insa-lyon,Insa Lyon,,ocds,,,45.7824151,4.8777705,20 avenue Albert Einstein,69621,Villeurbanne,1957,,,,,,,,Entreprise
insia,INSIA,"INSIA est spécialisée dans le secteur des nouvelles technologies. INSIA est une société qui audite, conseille, intègre, forme et fournit un support sur les solutions Citrix.",,,,48.7807424,2.3994091,"15 bis, rue F. Joliot Curie",94400,Vitry-Sur-Seine,1999,,,,,,,,Entreprise
inside-secure,Inside Secure,,securite,,,43.529742,5.447427,"41 Parc Club du Golf, Aix les Milles",13856,Aix-En-Provence,1994,,,,,,,,Entreprise
institut-d-optique,Institut d'optique,,transport,,,48.7141488,2.2046721,"Campus Polytechnique, Rd 1282 avenue Augustin Fresnel",91127,Palaiseau,2009,http://www.institutoptique.fr,,,,,,,Entreprise
intel-corporation-sas,Intel Corporation SAS,,energie,ocds,,48.8173315,2.2443203,"Les Montalets, 2, rue de Paris",92196,Meudon Cedex,1985,,,,,,,,Entreprise
intempora,Intempora,"Intempora est un éditeur de logiciel spécialisé dans les applications embarquées temps réel, particulièrement en robotique.",transport,,,48.8151087,2.216991,2 Place Jules Gevelot,92130,Issy-Les-Moulineaux,2000,http://www.intempora.com,,,,,,,Entreprise
intercloud,Intercloud,InterCloud propose des services de réseaux et de sécurité informatique aux entreprises clientes de Cloud Computing. InterCloud s'associe avec des opérateurs et éditeurs majeurs pour fédérer un écosystème autour du Cloud computing.,telecoms,,,48.8893531,2.2838137,12 rue Camille Desmoulins,92300,Levallois-Perret,2010,http://www.intercloud.fr,,,,,,,Entreprise
intes-france,Intes France,"Simulation numérique en calcul de structures et distribution Logiciel\nINTES est spécialisée dans la simulation numérique par éléments finis. Elle édite et distribue le code de calcul de nouvelle génération PERMAS, et l'utilise pour ses services.",ocds,,,48.6482709,1.8308515,"40, rue Sadi Carnot",78120,Rambouillet,1996,http://www.intes.fr,,,,,,,Entreprise
iplabel,Iplabel,"Ip-label mesure dans le monde la qualité perçue de vos services numériques : données (Internet, Intranet), mais aussi VoIP/ToIP, IPTV/VOD et applications et services sur les terminaux mobiles.",telecoms,,,48.908427,2.2377685,90 boulevard National,92250,La-Garenne-Colombes,1983,http://www.ip-label.com,,,,,,,Entreprise
iris-capital-management,Iris Capital Management,,Investisseur,,,48.8696467,2.3036169,62 rue Pierre Charron,75008,Paris,1999,,,,,,,,Entreprise
irseem,Irseem,,transport,,,49.380305,1.108209,"avenue Galilee, BP10024",76801,Saint-Etienne-Du-Rouvray,1997,,,,,,,,Entreprise
irt-system-x,IRT System X,,energie,,,48.714509,2.245748,"avenue de la Vauve, BP 30012",91120,Palaiseau,2012,http://www.irt-systemx.fr,,,,,,,Entreprise
is2t,IS2T,IS2T is a software editor commited to provide solutions to make embedded devices in a very cost-effective way.,ocds,,,47.2482417,-1.5499091,1 rue de La Noe,44300,Nantes,2004,http://www.is2t.com,,,,,,,Entreprise
isep,ISEP,,telecoms,,,48.8453901,2.3280614,"28, rue Notre Dame des Champs",75006,Paris,1955,,,,,,,,Entreprise
isg,ISG,,Investisseur,,,48.8724873,2.2923288,11 bis avenue Victor Hugo,75116,Paris,1998,,,,,,,,Entreprise
iso-ingenierie,ISO Ingenierie,Société de conseil et d'expertise technique pour l'industrie.,,,,43.55843995,5.40199494355867,"ZI les Milles, 530 rue Fr Hennebique",13854,Aix En Provence Cedex 3,1991,http://www.iso-ingenierie.com/,,,,,,,Entreprise
it-angels,It Angels,,Investisseur,,,48.7872642,2.2898929,4 Allée du Stand,92260,Fontenay-Aux-Roses,#NUM!,,,,,,,,Entreprise
it-green-group,It-Green Group,IT-Green Group® est un nouvel opérateur Business Intelligence.,,,,48.8927623,2.2398251,"2 Place de la Défense, CNIT2 ESSEC Ventures",92053,Paris La Défense,2011,http://itgreen-group.com,,,,,,,Entreprise
itaapy,Itaapy,Itaapy est un éditeur de solution Open Source expert de l'eCommerce et de la gestion de contenus et documents (Ged et ECM).,ocds,,,48.8706691,2.3415436,40 Passage des Panoramas,75002,Paris,2009,http://www.itaapy.com/,,,,,,,Entreprise
jaeksoft,Jaeksoft,Jaeksoft / OpenSearchServer propose une offre couplant un atelier de développement et un serveur d'applications d'Enterprises Search permettant la création d'applications logicielles reposant sur des index comme les moteurs de recherche.,opensource,,,48.9348874,2.5680954,89 rue de Meaux,93410,Vaujours,2010,,,,,,,,Entreprise
jd-recherche-innovation,Jd Recherche & Innovation,La société JD Recherche & Innovation est spécialisée dans le développement de produits innovants pour l'automobile.,transport,,,49.0987669,2.5110884,6 Allée Maryse Hilsz,95470,Fosses,2009,,,,,,,,Entreprise
johnson-controls-automotive-electronics,Johnson Controls Automotive Electronics,,transport,,,49.0417106,2.0308052,10 avenue de l'Entreprise Cedex,95892,Cergy,1996,http://www.johnsoncontrols.com,,,,,,,Entreprise
kalis,Kalis,Kalis travaille sur l’amélioration de la qualité du Système d’Information.,opensource,,,48.776731,2.001844,"2 rue Eugène Pottier, Promopole",78190,Trappes,2005,http://www.kalis.fr,,,,,,,Entreprise
kalray,Kalray,"KALRAY a pour objectif de développer une nouvelle génération de circuits intégrés, fondés sur des calculateurs embarqués massivement parallèles et destinés à de nombreuses applications industrielles embarquées.",ocds,,,48.6962109,2.1946309,86 rue de Paris,91400,Orsay,2008,http://www.kalray.eu,,,,,,,Entreprise
karmic-software-research,Karmic Software Research,KarmicSoft propose une solution intégrée de développement ultrarapide d’interfaces homme machine de haute qualité pour les données persistantes de votre entreprise.,ocds,,,48.7792473,2.3195201,"25, avenue de La République",92340,Bourg-La-Reine,2002,http://www.karmicsoft.com,,,,,,,Entreprise
kayentis,Kayentis,"Kayentis fournit des solutions de dématérialisation et de partage de l’écriture manuscrite, à partir d’un stylo numérique et de papier communiquant.",ocds,,,48.7015005,2.1017953,"4, route de La Noue",91190,Gif-Sur-Yvette,2004,http://www.kayentis.fr,,,,,,,Entreprise
kelcode,Kelcode,"Faciliter l'information des consommateurs sur une marque, les fidéliser et permettre aux industriels de recueillir des données sur leurs attentes,",telecoms,,,48.8646068,2.3749395,"75, avenue Parmentier",75011,Paris,2000,http://www.kelcode.com,,,,,,,Entreprise
knowledge-inside,Knowledge Inside,"Knowledge Inside (KI) apporte aux fabriquants et intégrateurs de systèmes électroniques embarqués une offre unique de services outillée pour la conception d’architecture fonctionnelle, leur évaluation, leur optimisation, leur validation et leur diagnostic.",transport,ocds,,48.7967863,2.1445656,"7B, rue Jean Mermoz",78000,Versailles,2006,http://www.k-inside.com,,,,,,,Entreprise
krono-safe,Krono-Safe,"KRONO-SAFE is a provider of software solutions (deterministic real-time kernel and development tools) for the development of embedded systems with requirements regarding : cost,  performance,  quality and dependability (with pre-certification or not).",transport,ocds,,48.6962109,2.1946309,86 rue de Paris,91400,Orsay,2011,http://krono-safe.com/,,,,,,,Entreprise
kxen,Kxen,Predictive Analytics Using Big Data for Infinite Insight,securite,,,48.8706574,2.231854,25 Quai Gallieni,92150,Suresnes,1999,http://www.kxen.com,,,,,,,Entreprise
kylia,Kylia,"Design/fabrication/packaging de sous-systèmes optiques en espace libre : interféromètres, multiplexeurs de longueurs d'ondes… La technologie Kylia est validée industriellement par plusieurs produits déployés aujourd'hui par des équipementiers telecoms de",telecoms,,,48.8627562,2.3563971,"10, rue de Montmorency",75003,Paris,2003,http://www.kylia.com,,,,,,,Entreprise
labogroup-sas,Labogroup Sas,,telecoms,,,48.8632014,2.340014,"4, rue du Bouloi",75001,Paris,2007,,,,,,,,Entreprise
lascom,Lascom,LASCOM est éditeur d’Advitium : solution de PLM / BPM permettant de gérer le référentiel technique d’une entreprise et les processus associés.,ocds,,,48.766657,2.217277,"4, route de GisyParc Burospace",91571,Bievres,1988,http://www.lascom.com,,,,,,,Entreprise
leankr,Leankr,,,,,48.8803375,2.2875801,86 avenue des Ternes,75017,Paris,2012,http://www.leankr.com/,,,,,,,Entreprise
