Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Longitude,Latitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
ifeelsmart,iFeelSmart,"iFeelSmart développe Smart TV, une solution logicielle pour décodeurs de télévision et pour téléviseurs connectés qui comprend un framework de services et une interface utilisateur 3D fluide et ergonomique.",,,,2.35278,48.893959,110 rue des Poissonniers,75018,Paris,2011,http://www.ifeelsmart.com,,IFeelSmart,,,http://www.linkedin.com/company/2378120,,Entreprise
iim,iiM,L'Institut de l'Internet et du Multimedia est une école des métiers de l'Internet qui forme des managers et des chefs de projet multimédia pour tous les secteurs de l'économie.,,,,2.23627,48.896561,12 avenue Léonard de Vinci,92400,Courbevoie,1996,http://www.iim.fr,,,https://www.facebook.com/Institut.Internet.Multimedia,,,,École
imediasante,iMediaSante,iMediaSante est une plateforme gratuite dédiée à la prise de rendez-vous médicale qui rapproche usagers et professionnels de santé.,,,,2.354252,48.831434,10 place d'Italie,75013,Paris,2013,http://www.imediasante.com,,iMediaSante,,,,,Entreprise
immanens,Immanens,Immanens fournit et développe des solutions pour la chaîne de l'édition numérique.,,,,2.261486,48.720919,4 rue Emile Baudot,91120,Palaiseau,2004,http://www.immanens.com,,,,,http://www.linkedin.com/company/898797,,Entreprise
in-webo-technologies,In-Webo Technologies,"In-Webo édite et déploie des solutions d'authentification forte et de sécurisation des usages en ligne, mobiles ou à distance.",,,,2.3448,48.873089,3 rue de Montyon,75009,Paris,2008,http://www.in-webo.com,,InWeboTech,,,http://www.linkedin.com/company/in-webo-technologies,,Entreprise
incenteev,Incenteev,Incenteev est une application en ligne de gestion et de motivation des équipes commerciales qui permet d'organiser des concours ludiques au sein des entreprises.,,,,2.31058,48.830132,168 rue Raymond Losserand,75014,Paris,2012,http://www.incenteev.com,,incenteev,https://www.facebook.com/Incenteev,,http://www.linkedin.com/company/2761349,,Entreprise
incognito-interactive,Incognito Interactive,Incognito Interactive est un studio de design interactif.,,,,2.226908,48.825986,16 rue Troyon,92310,Sèvres,2004,http://www.incognito-interactive.com,,jcbaudot,,,,,Prestataire
incuballiance,IncubAlliance,"IncubAlliance soutient, accueille et accompagne les projets de création d’entreprises innovantes associées à la recherche publique : du laboratoire au marché.",,,,2.1957,48.696369,86 rue de Paris,91400,Orsay,,http://www.incuballiance.fr,,,,,,,Incubateur
incubateur-centrale-paris,Incubateur Centrale Paris,"L'incubateur de l’École Centrale Paris accueille et soutient des startups innovantes, à un stade très précoce, portées ou non par des centraliens.",,,,2.285672,48.765942,Grande Voie des Vignes,92290,Châtenay-Malabry,,http://www.centraleparis-incubateur.fr,,IncubateurCentr,,,,,Incubateur
incubateur-de-l-institut-de-la-vision,Incubateur de l'Institut de la Vision,"Incubateur et pépinière d’entreprises dans le domaine du handicap sensoriel, l'incubateur de l'Institut de la Vision est un tremplin pour les entreprises développant des technologies et services innovants au bénéfice des patients.",,,,2.3356246948242188,48.87261892829001,17 rue Moreau,75012,Paris,2010,http://www.institut-vision.org,anne.leroux@institut-vision.org,,,,,,Incubateur
incubateur-descartes,Incubateur Descartes,L’Incubateur Descartes est une structure d’aide à l’émergence et l’accompagnement de projets de création d’entreprises innovantes à forte valeur ajoutée technologique.,,,,2.59016,48.83738,23 rue Alfred Nobel,77420,Champs-sur-Marne,,http://www.incubateur-descartes.com,,InfoDescartes,https://www.facebook.com/incubateur.descartes.7,,,,Incubateur
incubateur-du-centquatre,Incubateur du Centquatre,"En partenariat avec Agoranov, l'incubateur du Centquatre est une structure de soutien à la création et au développement d’entreprises innovantes, au croisement des problématiques artistiques et technologiques.",,,,2.37156,48.889969,5 rue Curial,75019,Paris,,http://www.104.fr/les_espaces/equipements/l_incubateur.html,,,,,,,Incubateur
incubateur-ensam-paris,Incubateur ENSAM Paris,L'Incubateur des Arts et Métiers de Paris : un dispositif complet d’aide à la création d’entreprise. Hébergement et conseil personnalisé ouvert à tous les entrepreneurs au service du développement de produits technologiques et de services innovants.,,,,2.3572100020004427,48.833760001000485,151 boulevard de l'Hôpital,75013,Paris,2011,http://www.ensam.eu/fr/centres_et_instituts/centre_paris,jessica@rivierre.fr,,,,,,Incubateur
incubateur-hec,Incubateur HEC,L’incubateur HEC accueille les startups de services innovants au cours de leur phase d'amorçage.,,,,2.1595,48.7668,1 rue de la Libération,78350,Jouy-en-Josas,,http://www.hec.fr/incubateur-hec/,,incubateurhec,https://www.facebook.com/incubateurHEC,,,,Incubateur
incubateur-novancia,Incubateur Novancia,L'incubateur de Novancia est un centre d'entraînement à la création d'entreprises et un accélérateur de projets qui accueille et accompagne des porteurs de projet à fort potentiel de croissance.,,,,2.28737,48.886211,8 avenue de la porte de Champerret,75017,Paris,,http://www.novancia.fr/-Creez-votre-entreprise-avec-l-.html,,,,,,,Incubateur
infinit,Infinit,Infinit est une application P2P de partage de fichiers à mi-chemin entre Dropbox et Bittorrent.,,,,2.37092,48.822071,63 boulevard Masséna,75013,Paris,2012,http://www.infinit.io,,infinitdotio,https://www.facebook.com/infinitdotio,https://plus.google.com/103816682609525959263,http://www.linkedin.com/company/2393438,,Entreprise
ingésup-paris,IngéSup Paris,IngéSup est l'école supérieure d'ingénierie informatique : elle forme des ingénieurs en informatique et systèmes d'information.,,,,2.40298,48.85844,139 rue des Pyrénées,75020,Paris,1984,http://www.ingesup.com,,Ingesup,https://www.facebook.com/ingesup,,,,École
inovia-team,Inovia-Team,Inovia-Team est une société d'ingénierie web qui accompagne des startups dans leurs projets d'innovation.,,,,2.34782,48.883362,13 boulevard de Rochechouart,75009,Paris,2007,http://www.inovia.fr,,inoviateam,https://www.facebook.com/pages/Inovia-Team/147815591928404,,http://www.linkedin.com/company/inovia-team,,Prestataire
inria,Inria,Inria est un organisme public de recherche dédié aux sciences et technologies du numérique.,,,,2.356641,48.82836,23 avenue d'Italie,75013,Paris,1973,http://www.inria.fr,,Inria,https://www.facebook.com/Inria.fr,https://plus.google.com/113588681551484613564,http://www.linkedin.com/company/164385,,Acteur public
int13,int13,int13 regroupe une équipe d'ingénieurs et d'artistes qui mettent leurs compétences au service des jeux sur mobile en réalité augmentée.,,,,2.40352,48.854858,80 rue des Haies,75020,Paris,2008,http://www.int13.net,,int13,https://www.facebook.com/int13.net,,http://www.linkedin.com/company/388052,,Entreprise
intelligent-learning-objects,Intelligent Learning Objects,"ILObects est un éditeur de logiciels innovants dans les domaines de l’éducation, du multimédia et de l'internet qui utilise des techniques d’intelligence artificielle associées à des méthodes issues des sciences cognitives.",,,,2.40352,48.854858,80 rue des Haies,75020,Paris,2004,http://www.ilobjects.com,,,,,,,Entreprise
intelligéré,Intelligéré,Intelligéré conçoit et développe des applications mobiles qui exploitent la convergence IP et du multimédia.,,,,2.23338,48.873772,5 rue Salomon de Rothschild,92150,Suresnes,,http://www.intelligere.biz,,,,,,,Entreprise
intencity-clichy,Intencity Clichy,"Intencity, c'est l’accès au marché par des solutions d'hébergements d'entreprises, c'est un partage de travail et d'expérience, c'est l'accès à des outils internet de développement des capacités entrepreneuriales et  d’aide à la gestion.",,,,2.302510001000428,48.90583999900048,6 rue d'Estienne d'Orves,92110,Clichy,2012,http://www.intencity.fr/clichy-92110.html,olivier@intencity.fr,intencity_fr,https://www.facebook.com/pages/Intencity_fr/379346058819521,,,,Incubateur
intencity-reuilly,Intencity Reuilly,"Intencity c'est l'accès au marché grâce à des solutions d'hébergements d'entreprises, une communauté de travail et de partage d'expériences et la consolidation d'outils internet orientés vers le développement des capacités des entrepreneurs",,,,2.386499995000406,48.847689998000476,31 rue de Reuilly,75012,Paris,2006,http://www.intencity.fr/paris-12eme-reuilly-diderot.html,contact@intencity.fr,intencity_fr,https://www.facebook.com/pages/Intencity_fr/379346058819521,,,,Incubateur
intercloud,InterCloud,"InterCloud est un opérateur d’accès au Cloud, spécialiste de la connectivité vers les plateformes de type SaaS, telles que Salesforce, PaaS, telles que Microsof Azure, ou IaaS, telles que Amazon Web Services.",,,,2.33809,48.86301,4 place de Valois,75001,Paris,2010,http://www.intercloud.fr,,theintercloud,,https://plus.google.com/101832573955816514382,http://www.linkedin.com/company/1665585,,Entreprise
intersec,Intersec,"Intersec conçoit des solutions qui permettent aux opérateurs mobiles de capturer et de monétiser la valeur de leur réseau, en collectant la big data en vue de favoriser l'innovation en matière de services.",,,,2.252912,48.897844,37 rue Pierre L'homme,92400,Courbevoie,2004,http://www.intersec.com,,IntersecGroup,,,http://www.linkedin.com/company/intersec-group,,Entreprise
investessor,Investessor,Les Angels d'Investessor accompagnent et financent des startups innovantes de tous secteurs d’activité à Paris et en Ile-de-France.,,,,2.23779,48.841808,146 rue du Château,92100,Boulogne Billancourt,,http://www.investessor.fr,,investessor,,https://plus.google.com/+investessor,http://www.linkedin.com/company/682652,,Investisseur
inéovation,Inéovation,"Inéovation est une société spécialisée dans l'audit, le conseil, et la fourniture de solutions applicatives et réseaux pour la sécurité des systèmes d'information.",,,,2.286533,48.899813,37 rue Collange,92300,Levallois Perret,2008,http://www.ineovation.fr,,,http://www.facebook.com/pages/Ineovation/195614780509730,,http://www.linkedin.com/company/ineovation,,Entreprise
ionis-stm,Ionis STM,Ionis School of Technology and Management est l'école de la convergence technologique et managériale et propose de nombreuses formations alliant cette double compétence.,,,,2.39258,48.813671,15 rue Maurice Grandcoing,94200,Ivry sur Seine,2002,http://www.ionis-stm.com,,ionisstm,https://www.facebook.com/ionis.stm,https://plus.google.com/105516405728093985749,http://www.linkedin.com/company/1975145,,École
ip-formation,Ip-formation,Ip-formation prépare aux métiers de l'informatique et des technologies de l'information et de la communication.,,,,2.38842,48.84848,25 rue Claude Tillier,75012,Paris,1998,http://www.ip-formation.fr,,IPFormation1,https://www.facebook.com/pages/Ip-formation/156704814365474,,,,École
ip-label,IP-Label,IP-Label mesure la qualité des applications web en privilégiant un point de vue utilisateur et en offrant des solutions pour superviser leur performance et leur disponibilité.,,,,2.23769,48.908321,90 boulevard National,92250,La Garenne Colombes,1983,http://www.ip-label.com,,iplabel,,,http://www.linkedin.com/company/ip-label,,Entreprise
iris-capital,Iris Capital,"Iris Capital est un investisseur en capital risque, spécialisé en économie numérique, surtout actif en Europe.",,,,2.30357,48.869629,62 rue Pierre Charron,75008,Paris,1986,http://www.iriscapital.com,,,,,http://www.linkedin.com/company/117523,,Investisseur
isai-capital,ISAI Capital,ISAI est un fonds d'entrepreneurs qui a pour vocation de financer et accompagner des sociétés Internet à fort potentiel.,,,,2.292473,48.874884,10 avenue de la Grande Armée,75017,Paris,,http://www.isai.fr,,isai_fr,,,http://www.linkedin.com/company/755069,,Investisseur
isart-digital,ISART Digital,ISART Digital est l'école des métiers du jeu vidéo et du film 3D.,,,,2.3704,48.85334,2 rue de la Roquette,75011,Paris,2001,http://www.isartdigital.com,,ISARTDIGITAL,https://www.facebook.com/pages/ISART-DIGITAL-Officiel/382641550265,,http://www.linkedin.com/company/687451,,École
isep,ISEP,"L'Institut Supérieur d'Electronique de Paris forme des ingénieurs généralistes en technologies du numérique (Informatique, Électronique, Télécoms et Images).",,,,2.32789,48.845581,28 rue Notre-Dame des Champs,75006,Paris,1955,http://www.isep.fr,,ISEP,https://www.facebook.com/ISEP.Paris,,,,École
isi,ISI,"ISI fournit un ensemble de solutions et services pour l’archivage, la gestion et la diffusion des images et des documents.",,,,2.15292,48.694421,14 rue de la Hacquinière,91440,Bures sur Yvette,,http://www.isimages.com,,,,,,,Entreprise
islean-consulting,ISlean Consulting,"ISlean Consulting est un cabinet de conseil en stratégie, Lean management et organisation des systèmes d'informations.",,,,2.3006,48.816872,32 rue Guy Moquet,92240,Malakoff,2008,http://www.islean-consulting.fr,,isleanfr,,,http://www.linkedin.com/company/islean-consulting,,Prestataire
isogeo,Isogeo,"Isogeo facilite la gestion des données géographiques et optimise leur utilisation, leur partage et leur valorisation.",,,,2.40352,48.854858,80 rue des Haies,75020,Paris,2009,http://www.isogeo.com,,isogeo,https://www.facebook.com/isogeo,,http://www.linkedin.com/company/isogeo,,Entreprise
isthma,Isthma,"Isthma est spécialisée dans l'analyse de données, la statistique et la visualisation orientée bigdata.",,,,2.392446,48.865629,18 rue Soleillet,75020,Paris,2003,http://www.isthma.fr,,,,,,,Entreprise
it-angels,IT Angels,IT Angels finance l'excellence et l'innovation dans le secteur des technologies de l'information et de la communication en France.,,,,2.35278,48.893959,110 rue des Poissonniers,75018,Paris,,http://www.itangels.fr,,Itangelsparis,,,,,Investisseur
itaapy,Itaapy,Itaapy est un fournisseur de solutions Open Source adepte des méthodes agiles.,,,,2.341578,48.87065,40 passage des Panoramas,75002,Paris,2003,http://www.itaapy.com,,itaapy,,,http://www.linkedin.com/company/690552,,Entreprise
items-international,ITEMS International,"ITEMS International est une société de conseil qui rassemble des associés et consultants de haut niveau dans les secteurs de l’internet, des télécoms, de la télévision et des systèmes d’information.",,,,2.36797,48.86031,70 rue Amelot,75011,Paris,1992,http://www.items.fr,,ITEMSint,https://www.facebook.com/ItemsInternational,,http://www.linkedin.com/company/items-international,,Prestataire
itop,iTOP,"A travers ses 3 filiales, iTOP est un groupe spécialisé dans l’intégration des nouvelles technologies de l’information et de la communication, associée à une vision innovante et pragmatique de sa mise en œuvre",,,,2.17553,48.70948,29 rue Jean Rostand,91400,Orsay,2003,http://www.itop.fr,,ITOPeducation,,,,,Entreprise
itslearning,Itslearning,Itslearning est l’un des acteurs clés du marché des environnements numériques de travail (ENT) opérant exclusivement dans le secteur de l’enseignement.,,,,2.350023,48.872374,13 rue d'Hauteville,75010,Paris,1999,http://www.itslearning.fr,,itslearning,https://www.facebook.com/pages/Itslearning-France/164514893584791,,,,Entreprise
izimobi,Izimobi,Izimobi est spécialisée dans le marketing direct sur téléphone mobile pour les points de vente.,,,,2.70192,48.405788,74 rue Grande,77300,Fontainebleau,2009,http://www.izimobi.fr,,izimobi,https://www.facebook.com/izimobi.france,,,,Prestataire
j-aime-attendre,J'aime Attendre,"J’aime Attendre recense les heures de grande affluence pour appeler ou se déplacer en heures creuses, c'est le bison futé des services clients et des files d'attente.",,,,2.34469,48.867931,120 rue Réaumur,75002,Paris,2009,http://www.jaimeattendre.com,,jaimeattendre,https://www.facebook.com/JaimeAttendre,https://plus.google.com/112068336254549474030,http://www.linkedin.com/company/1442019,,Entreprise
jalios,Jalios,"Jalios est un éditeur d'applications web spécialisé dans les solutions pour réseau social d’entreprise, espaces collaboratifs, portail personnalisé, gestion documentaire et gestion de contenus.",,,,2.125485,48.827855,58  rue Pottier,78150,Le Chesnay,2001,http://www.jalios.com,,Jalios,,,http://www.linkedin.com/company/92433,,Entreprise
jamespot,Jamespot,Jamespot édite une solution en mode SaaS de réseau social d'entreprise.,,,,2.42149,48.85191,27 rue du Progrès,93100,Montreuil,2005,http://www.jamespot.com,,jamespot,,,http://www.linkedin.com/company/224049,,Entreprise
jaïna-capital,Jaïna Capital,Jaïna Capital est un fonds d'investissement qui accompagne les nouveaux entrepreneurs talentueux dans la réussite de leur entreprise.,,,,2.30959,48.865238,1 rue François 1er,75008,Paris,2010,http://www.jaina.fr,,jainacapital,https://www.facebook.com/pages/Ja%C3%AFna-Capital/119217028094570,,http://www.linkedin.com/company/847524,,Investisseur
jellynote,JellyNote,Jellynote est une plateforme communautaire pour la création musicale.,,,,2.341908,48.869508,28 place de la Bourse,75002,Paris,2012,http://www.jellynote.com,,,https://www.facebook.com/JellyNote,,http://www.linkedin.com/company/2758702,,Entreprise
jiwok,Jiwok,Jiwok est une plateforme d'entraînements mp3 réalisés par des coachs et nutritionnistes professionnels.,,,,2.36045,48.868462,44 rue rené Boulanger,75010,Paris,2007,http://www.jiwok.com,,jiwok,,https://plus.google.com/105832920719073640933,http://www.linkedin.com/company/1801842,,Entreprise
jobaproximite,JOBaProximite,JOBaProximite est un site qui permet la mise en relation de personnes peu ou pas qualifiées avec de jeunes entreprises en recherche de collaborateurs sur un territoire géographique donné.,,,,2.351271,48.876446,82 rue d'Hauteville,75010,Paris,2012,http://www.jobaproximite.com,,,https://www.facebook.com/jobaproximite,https://plus.google.com/115713663659655403216,http://www.linkedin.com/company/2809520,,Entreprise
jobprod,JobProd,JobProd est un intermédiaire de recrutement qui fait se rencontrer des développeurs informatiques passionnés et des entreprises de qualité.,,,,2.36082,48.822041,19 rue Philibert Lucot,75013,Paris,2011,http://www.jobprod.com,,JobProdDev,https://www.facebook.com/jobprod,,http://www.linkedin.com/company/2354586,,Entreprise
john-s-graphisme,John's Graphisme,"Jonathan est directeur artistique web, son expertise va de la création de sites internet à l'application pour smartphone/tablette en passant par la vidéo. Il met son talent au service de différents clients, petites structures ou bien grands comptes.",,,,2.2379900040004372,48.784600001000456,71,route du pavé blanc,Clamart,2008,http://www.jonathan-menet.fr,jonathanmenet@gmail.com,johnsgraphisme,,,,,Prestataire
jolicloud,Jolicloud,Jolicloud est une application qui permet d'unifier et d'accéder à tous vos contenus stockés dans le cloud.,,,,2.34663,48.86813,23 rue de Cléry,75002,Paris,2009,http://www.jolicloud.com,,jolicloud,https://www.facebook.com/jolicloud,https://plus.google.com/+jolicloud,http://www.linkedin.com/company/709331,,Entreprise
jolicode,JoliCode,JoliCode est une agence experte dans la réalisation de projets web et mobiles de qualité.,,,,2.37914,48.859589,16 avenue Parmentier,75011,Paris,2012,http://www.jolicode.com,,JoliCode,https://www.facebook.com/JoliCode,https://plus.google.com/113059909911594633484,,,Prestataire
joue-avec,Joue Avec,"Editeur et créateur d'applications et solutions numériques : Responsive Design, TBI, Transmedia, Serious game, Html5, WebApp. Editeur de la collection Joue Avec l'art",,,,2.4929108140004246,48.7207961040005,30 rue du Mont Griffon,91330,Yerres,2013,http://www.joueavec.fr,contact@joueavec.fr,joueavec,,,,,Prestataire
journalism-plus-plus,Journalism++,Journalism++ est un réseau de journalistes de données qui développent des récits à partir de données.,,,,2.35804,48.86462,21 rue des Vertus,75003,Paris,2011,http://www.jplusplus.org,,jplusplus_,,,,,Prestataire
jouve,Jouve,"Le Groupe Jouve conçoit, enrichit, valorise et diffuse les contenus sur tous les médias et propose des services éditoriaux, dématérialisation, BPO, IT solutions et impression.",,,,2.34839,48.858841,11 boulevard de Sébastopol,75001,Paris,1903,http://www.jouve.fr,,GroupeJouve,,https://plus.google.com/103316327091227322721/,http://www.linkedin.com/company/groupe-jouve,,Entreprise
kadank,Kadank,"Kadank est un studio de création de jeux sociaux en 3D, multijoueurs et en temps réel.",,,,2.3422,48.854252,3 rue Séguier,75006,Paris,2011,http://www.kadank.com,,kadankgames,,,http://www.linkedin.com/company/2855204,,Entreprise
kawet,Kawet,Kawet est une application qui permet de créer un espace de travail mobile unifié pour votre entreprise.,,,,2.35754,48.872379,82 rue du Faubourg Saint-Martin,75010,Paris,2010,http://www.madebykawet.com,,madebykawet,https://www.facebook.com/madebykawet,,http://www.linkedin.com/company/865949,,Entreprise
kayentis,Kayentis,Kayentis est un éditeur de solutions professionnelles de dématérialisation de l’écriture manuscrite basées sur la plate-forme Digital Pen & Paper.,,,,2.10113,48.701729,4 route de la Noue,91190,Gif sur Yvette,2004,http://www.kayentis.com,,,,,http://www.linkedin.com/company/55808,,Entreprise
keres-technologies,Keres Technologies,"Keres Technologies apporte à l’industrie du multimedia, de la télévision et de la radio une expertise dans la maîtrise d’ouvrage de projets d'infrastructures de diffusion et de production.",,,,2.808436,48.86372,51 rue de l'Abyme,77700,Magny-le-Hongre,1999,http://www.keres-technologies.com,,,,,,,Entreprise
kernix,KerniX,"KerniX est une société spécialisée dans le développement d'applications web et mobile qui intervient notamment dans les domaines de l'e-commerce, de la gestion documentaire, et des plate-formes communautaires.",,,,2.32423,48.836651,15  rue Cels,75014,Paris,2001,http://www.kernix.com,,KerniX,,,http://www.linkedin.com/company/1281465,,Entreprise
kickyourapp,KickYourApp,KickYourApp est spécialisée dans le développement d’applications mobiles pour smartphones et tablettes à partir de son framework propriétaire.,,,,2.40352,48.854858,80 rue des Haies,75020,Paris,2006,http://www.kickyourapp.com,,kickyourapp,https://www.facebook.com/pages/Kick-Your-App/158519607511385,https://plus.google.com/116884231642610898788,http://www.linkedin.com/company/kickyourapp,,Entreprise
kima-ventures,Kima Ventures,Kima Ventures est un fonds d'investissement destiné à financer et à soutenir les entreprises internet et hightech les plus talentueuses.,,,,2.32112,48.871311,8 rue de la ville l'Evèque,75008,Paris,2010,http://www.kimaventures.com,,kimaventures,https://www.facebook.com/KimaVentures,,,,Investisseur
kiolis,Kiolis,Kiolis est une entreprise d’informatique spécialisée dans l’édition de logiciels de personnalisation : publication dynamique de contenus et moteurs de recommandation.,,,,2.369898,48.835406,45 boulevard Vincent Auriol,75013,Paris,2008,http://www.kiolis.com,,,,,http://www.linkedin.com/company/616768,,Entreprise
kisskissbankbank,KissKissBankBank,KissKissBankBank est une plate-forme de financement collaboratif de projets créatifs et innovants.,,,,2.34965,48.874981,1 cité Paradis,75010,Paris,2009,http://www.kisskissbankbank.com,,Kissbankers,http://www.facebook.com/kisskissbankbank,,http://www.linkedin.com/company/761641,,Entreprise
kit-digital,Kit Digital,Kit digital développe la télévision du futur en fournissant des solutions de diffusion numérique aux opérateurs.,,,,2.31148,48.885529,111 rue Cardinet,75017,Paris,2007,http://www.kitd.fr,,KITdigital,http://www.facebook.com/pages/KIT-digital-Inc/97814104509,,http://www.linkedin.com/company/kit-digital-inc,,Entreprise
knowledge-players,Knowledge Players,"Knowledge Players conçoit des solutions numériques d'apprentissage alliant le meilleur de la pédagogie, de l'écriture interactive et du jeu vidéo.",,,,2.30209,48.84512,44 rue Cambronne,75015,Paris,,http://www.knowledge-players.com,,KnowledgePlayer,https://www.facebook.com/pages/Knowledge-Players/200513629523,,http://www.linkedin.com/company/knowledge-players,,Entreprise
knowtex,Knowtex,"Knowtex est une communauté qui explore les transformations du XXIe siècle provoquées par la recherche scientifique, le design industriel et l’innovation technologique.",,,,2.436492,48.86363,104 avenue de la Résistance,93100,Montreuil,2010,http://www.knowtex.com,,Knowtex,https://www.facebook.com/knowtex,https://plus.google.com/114157731755244061915,http://www.linkedin.com/company/2891676,,Communauté
kobojo,Kobojo,Kobojo crée des jeux sociaux.,,,,2.34037,48.853908,23 rue des Grands Augustins,75006,Paris,2008,http://www.kobojo.com,,Kobojo,https://www.facebook.com/kobojo,,http://www.linkedin.com/company/685376,,Entreprise
kontest,Kontest,"Kontest est une plateforme pour créer et diffuser vos concours sur Facebook, le Web et les mobiles.",,,,2.39198,48.865749,14 rue Soleillet,75020,Paris,2010,http://www.kontestapp.com,,kontestapp,https://www.facebook.com/kontest,https://plus.google.com/111795208162182759084,http://www.linkedin.com/company/1257179,,Entreprise
krds,KRDS,KRDS est une agence de marketing digital spécialisée sur Facebook.,,,,2.33489,48.866501,2 rue des Moulins,75001,Paris,2008,http://www.krds.fr,,krds,https://www.facebook.com/KRDS,,http://www.linkedin.com/company/933279,,Entreprise
ktm-advance,KTM Advance,"KTM Advance propose des solutions de e-learning et serious gaming, à la croisée des sciences cognitives et des technologies du jeu vidéo.",,,,2.34791,48.873871,42 rue du Faubourg Poissonnière,75010,Paris,1995,http://www.ktm-advance.com,,KTMAdvance,https://www.facebook.com/KTMAdvance,,http://www.linkedin.com/company/489812,,Entreprise
kwaga,Kwaga,"Kwaga imagine des solutions pour que l’email soit plus simple, plus naturel, et moins envahissant et propose writethat.name un service de mise à jour automatique des contacts.",,,,2.3835,48.825661,15 rue Jean-Baptiste Berlier,75013,Paris,2009,http://www.kwaga.com,,writethatname,http://www.facebook.com/pages/WriteThatName/183896871696601,https://plus.google.com/u/0/110561223415155311781/,http://www.linkedin.com/company/kwaga,,Entreprise
kxen,kXen,kXen fournit des solutions pour opérer des prédictions analytiques à partir des big data.,,,,2.231742,48.870461,25 quai Gallieni,92150,Suresnes,,http://www.kxen.com,,kxen,http://www.facebook.com/InfiniteInsight,,http://www.linkedin.com/company/kxen,,Entreprise
kylotonn,Kylotonn,Kylotonn est un studio de création de jeux vidéo qui développe ses propres solutions technologiques : moteur de rendu 3D avec Kt Engine et chaîne de production cross-plateformes avec Play All et Play Online.,,,,2.392446,48.865629,18 rue Soleillet,75020,Paris,2002,http://www.kylotonn.com,,,,,http://www.linkedin.com/company/52209,,Entreprise
l-accélérateur,L'Accélérateur,"Créé et animé par des serial entrepreneurs aguerris en prenant modèle sur le célèbre Y Combinator, l’Accélérateur a pour mission d’aider les startups à décoller.",,,,2.33764,48.87135,13 rue Marivaux,75002,Paris,2012,http://www.laccelerateur.fr,,laccelerateur,https://www.facebook.com/pages/LAcc%C3%A9l%C3%A9rateur/225490190871801,,,,Incubateur
l-appero,L'Appero,"L'Appero est une application mobile géolocalisée, propulsée par SmatPhood, qui permet de passer commande pour la livraison de produits à domicile.",,,,2.32791,48.886822,17 rue Ganneron,75018,Paris,2012,http://www.lappero.com,,lappero,https://www.facebook.com/lappero,,,,Entreprise
l-etablisienne,L'Etablisienne,"L'Etablisienne est un lieu dédié au faire-soi même, à l’ameublement et à l’habitat qui propose un atelier en self-service, des établis et des postes de travail à louer à l'heure ou à la journée.",,,,2.40101,48.846062,88 boulevard de Picpus,75012,Paris,2011,http://www.letablisienne.com,,L_Etablisienne,https://www.facebook.com/L.Etablisienne,,,,Tiers-lieu
l-ile-des-médias,L'Ile des Médias,L'Ile des Médias est une agence digitale interactive qui intègre une unité spécialisée sur les nouvelles technologies d'affichage interactif.,,,,2.34089,48.867821,15 rue de la Banque,75002,Paris,1996,http://www.ile-des-medias.com,,,,,http://www.linkedin.com/company/1892169,,Prestataire
la-banque-audiovisuelle,La Banque Audiovisuelle,"La Banque Audiovisuelle édite Vodeo, plateforme de vidéo à la demande dédiée aux documentaires et reportages.",,,,2.35053,48.8754,40 rue de Paradis,75010,Paris,2005,http://www.vodeo.tv,,vodeo,https://www.facebook.com/Vodeo,https://plus.google.com/+vodeo/,,,Entreprise
la-belle-assiette,La Belle Assiette,La Belle Assiette est une plateforme qui permet de réserver un chef professionnel pour qu'il vienne cuisiner à domicile.,,,,2.2908,48.849998,10 rue Béatrix Dussane,75015,Paris,2012,http://www.labelleassiette.fr,,LaBelleAssiette,https://www.facebook.com/labelleassiette,https://plus.google.com/101072660764734799950,http://www.linkedin.com/company/2673331,,Entreprise
la-cantine,La Cantine,La Cantine est à la fois un lieu de travail et un projet collaboratif dédié aux nouvelles technologies qui propose aux acteurs de l’écosystème numérique un environnement propice à leur rencontre et leur collaboration.,,,,2.3427,48.870468,151 rue Montmartre,75002,Paris,2008,http://www.lacantine.org,,lacantine,https://www.facebook.com/LaCantineparSiliconSentier,,,,Tiers-lieu
la-fonderie,La Fonderie,La Fonderie - agence numérique d'Ile-de-France - est un organisme associé du conseil régional en charge du numérique qui pilote notamment le projet TechOnMap.,,,,2.39575,48.83596,39 rue de Wattignies,75012,Paris,2012,http://www.lafonderie-idf.fr,,lafonderie_idf,https://www.facebook.com/lafonderie.idf,https://plus.google.com/106271588359503534146,http://www.linkedin.com/company/2972733,,Acteur public
la-fonderie-de-l-image,La Fonderie de l'image,La Fonderie de l'image propose des formations aux métiers de la communication visuelle et du multimedia.,,,,2.41651,48.861771,80 rue Jules Ferry,93170,Bagnolet,1993,http://www.campusfonderiedelimage.org,,campuslfi,https://www.facebook.com/campusfonderiedelimage,https://plus.google.com/111115070638427793498,,,École
la-manufacture,La Manufacture,"Alternative au travail à domicile, au café ou en bibliothèque, La Manufacture est un espace de coworking qui propose des espaces de travail et de rencontres aux auteurs (scénaristes, écrivains, auteurs jeunesse, traducteurs, etc).",,,,2.37702,48.847759,100 rue de Charenton,75012,Paris,2010,http://la-manufacture.tumblr.com,,,https://www.facebook.com/pages/La-Manufacture/151257858237420,,,,Tiers-lieu
